アイテム,識別子,ラベル,地域,緯度,経度
https://mediaarts-db.bunka.go.jp/id/C46459,C46459,GSC Game World,"Kiev, Ukraine",,
https://mediaarts-db.bunka.go.jp/id/C46456,C46456,グローヴ,東京都練馬区豊玉北1-20-13ハニービル501,,
https://mediaarts-db.bunka.go.jp/id/C46439,C46439,ゲームスタジオ,東京都渋谷区桜丘町20-1渋谷インフォスタワー14F,,
https://mediaarts-db.bunka.go.jp/id/C46441,C46441,ハッカーインターナショナル,東京都港区浜松町1-27-13八大浜松町ビル,,
https://mediaarts-db.bunka.go.jp/id/C46440,C46440,OZ CLUB,東京都渋谷区神宮前3-27-17,,
https://mediaarts-db.bunka.go.jp/id/C46437,C46437,日本アートメディア,東京都台東区浅草橋1-34-10 稲垣ビル2階,,
https://mediaarts-db.bunka.go.jp/id/C46438,C46438,メイクソフトウェア,大阪市北区西天満4丁目3番18号MF西天満ビル,,
https://mediaarts-db.bunka.go.jp/id/C46442,C46442,ウエストンビット エンタテインメント,東京都墨田区向島3-3-1,,
https://mediaarts-db.bunka.go.jp/id/C46448,C46448,"7th LEVEL, Inc.","Dallas, Texas, USA",,
https://mediaarts-db.bunka.go.jp/id/C46453,C46453,オービット,茨城県牛久市栄町5-2木村ビル2F,,
https://mediaarts-db.bunka.go.jp/id/C46450,C46450,Crytek GmbH,"Frankfurt, Germany",,
https://mediaarts-db.bunka.go.jp/id/C46523,C46523,コンピュータエンターテインメント協会,東京都新宿区西新宿2-7-1　小田急第一生命ビル18階,,
https://mediaarts-db.bunka.go.jp/id/C46519,C46519,メビウスゲームズ,東京都文京区後楽1-1-15梅澤ビル5階,,
https://mediaarts-db.bunka.go.jp/id/C46524,C46524,科学技研株式会社,東京都三鷹市下連雀2-29-14,,
https://mediaarts-db.bunka.go.jp/id/C46527,C46527,工学社,東京都新宿区四谷4-28-20パレ・エテルネル203,,
https://mediaarts-db.bunka.go.jp/id/C46548,C46548,Beyond Software,"Farringdon Road, LONDON",,
https://mediaarts-db.bunka.go.jp/id/C46541,C46541,ウルクスヘブン,大阪府吹田市江坂町1-9-10アルヴィオンビル内,,
https://mediaarts-db.bunka.go.jp/id/C46543,C46543,Accolade Inc.,"Cupertino, California, U.S.",,
https://mediaarts-db.bunka.go.jp/id/C46547,C46547,Berkeley Systems Inc.,"Berkeley, California, United States",,
https://mediaarts-db.bunka.go.jp/id/C46503,C46503,"DC Entertainment, Inc.","Burbank, CA, U.S.A",,
https://mediaarts-db.bunka.go.jp/id/C46507,C46507,三井不動産株式会社,東京都中央区日本橋室町二丁目1番1号,,
https://mediaarts-db.bunka.go.jp/id/C46510,C46510,マイクロソフト アジア リミテッド,東京都渋谷区笹塚1-50-1 笹塚NAビルディング,,
https://mediaarts-db.bunka.go.jp/id/C46511,C46511,Micro Vision,東京都豊島区池袋2-49-10フロムワン恩田ビル3階,,
https://mediaarts-db.bunka.go.jp/id/C46506,C46506,ゼロシステム,東京都千代田区平河町1-6-15 USビル8F,,
https://mediaarts-db.bunka.go.jp/id/C46504,C46504,"DC Comics, Inc.","Burbank, CA, U.S.A",,
https://mediaarts-db.bunka.go.jp/id/C46499,C46499,クインテット,東京都多摩市,,
https://mediaarts-db.bunka.go.jp/id/C46493,C46493,オトデザイナーズ,埼玉県和光市南1-27-65,,
https://mediaarts-db.bunka.go.jp/id/C46490,C46490,ACE Team Software S.A.,"Santiago, Chile",,
https://mediaarts-db.bunka.go.jp/id/C46488,C46488,テクノブレイン,京都府京都市山科区竹鼻外田町27-1,,
https://mediaarts-db.bunka.go.jp/id/C46492,C46492,ヒューマンバランス,北海道千歳市東雲町3-1-17,,
https://mediaarts-db.bunka.go.jp/id/C46487,C46487,ドライブ,東京都新宿区西新宿8-5-2コーリン新宿ビル2階,,
https://mediaarts-db.bunka.go.jp/id/C46489,C46489,ウィルプラス,東京都豊島区南池袋3-16-7 MKビル5F,,
https://mediaarts-db.bunka.go.jp/id/C45100,C45100,"Gathering of Developers, Inc.","Dallas, Texas, U.S.",,
https://mediaarts-db.bunka.go.jp/id/C46498,C46498,Bisty,東京都渋谷区渋谷3-29-10,,
https://mediaarts-db.bunka.go.jp/id/C46496,C46496,グローバル・A・エンタテイメント,東京都武蔵市吉祥寺本町1-35-14 吉祥寺七井ビル,,
https://mediaarts-db.bunka.go.jp/id/C46615,C46615,カマタアンドパートナーズ,神奈川県川崎市川崎区日進町1番地サンスクエア川崎8号棟303号,,
https://mediaarts-db.bunka.go.jp/id/C46614,C46614,NewTek Inc.,"San Antonio, Texas, United States",,
https://mediaarts-db.bunka.go.jp/id/C46616,C46616,NiVAL INTERACTIVE,"Saint Petersburg, Russia",,
https://mediaarts-db.bunka.go.jp/id/C46617,C46617,Novagen Software Ltd,"Birmingham, United Kingdom",,
https://mediaarts-db.bunka.go.jp/id/C46618,C46618,エレクトロコインジャパン株式会社,東京都港区浜松町1-10-11盛電社ビル7F,,
https://mediaarts-db.bunka.go.jp/id/C46572,C46572,Holicworks 株式会社,東京都千代田区東神田1-15-9-807,,
https://mediaarts-db.bunka.go.jp/id/C45148,C45148,Hangar 13,"Novato, California, U.S.",,
https://mediaarts-db.bunka.go.jp/id/C46576,C46576,Innerprise Software Inc,"HUNT VALLEY, MD, USA",,
https://mediaarts-db.bunka.go.jp/id/C46574,C46574,IMAGIC,"Los Gatos, California",,
https://mediaarts-db.bunka.go.jp/id/C46562,C46562,ELECTRA,"Worcester Place, Oxford",,
https://mediaarts-db.bunka.go.jp/id/C46563,C46563,Electric Dreams Software,"SOUTHAMPTON, HAMPSHIRE, United Kingdom",,
https://mediaarts-db.bunka.go.jp/id/C46565,C46565,"First Row Software Publishing, Inc.","Mountain View, California, USA",,
https://mediaarts-db.bunka.go.jp/id/C46566,C46566,FTL GAMES,"San Diego, California, California, United　States",,
https://mediaarts-db.bunka.go.jp/id/C46584,C46584,Llamasoft Ltd.,"Reading, UK",,
https://mediaarts-db.bunka.go.jp/id/C46579,C46579,Interceptor Micro's,"Lindon House, The Green, Tadley, Hampshire, England",,
https://mediaarts-db.bunka.go.jp/id/C46578,C46578,"Intellimedia Sports, Inc.","Atlanta, Georgia, USA",,
https://mediaarts-db.bunka.go.jp/id/C46581,C46581,Kalypso Media UK LTD.,"Bracknell Berkshine, U.K.",,
https://mediaarts-db.bunka.go.jp/id/C46585,C46585,Mastertronic Group Ltd.,"Units A2/A3 Edison Road, St Ives, Cambridgeshire, United Kingdom",,
https://mediaarts-db.bunka.go.jp/id/C46588,C46588,"Mallard Software, Inc.",550 Edmonds #201 Lewisville Texas 75067 United States of America,,
https://mediaarts-db.bunka.go.jp/id/C46671,C46671,2K SPORTS,"Novato, California, U.S.",,
